topic,topic_num,titles,urls,lat,long,category,image_urls
case health test covid new death outbreak hospit,1,['Saskatoon Motion Fitness warns of COVID-19 case'],['https://saskatoon.ctvnews.ca/saskatoon-motion-fitness-warns-of-covid-19-case-1.5028643'],50.8220399,-0.1374061,covid-19,['https://saskatoon.ctvnews.ca/saskatoon-motion-fitness-warns-of-covid-19-case-1.5028643']
case health test covid new death outbreak hospit,1,"['COLUMN: I sneezed, I coughed, so I got tested for COVID-19 – Maple Ridge News', 'B.C. health officials to announce new COVID-19 cases Friday', 'Alberta worker at B.C.’s Site C dam tests positive for COVID-19 – Maple Ridge News', '21 more COVID-19 cases recorded in B.C., no new deaths – Maple Ridge News', 'GUEST COLUMN: B.C. COVID-19 survey brings answers closer – Abbotsford News']","['https://www.mapleridgenews.com/opinion/column-i-sneezed-i-coughed-so-i-got-tested-for-covid-19/', 'https://vancouverisland.ctvnews.ca/b-c-health-officials-to-announce-new-covid-19-cases-friday-1.5028599', 'https://www.mapleridgenews.com/news/alberta-worker-at-b-c-s-site-c-dam-tests-positive-for-covid-19/', 'https://www.mapleridgenews.com/news/21-more-covid-19-cases-recorded-in-b-c-no-new-deaths/', 'https://www.abbynews.com/opinion/guest-column-b-c-covid-19-survey-brings-answers-closer/']",55.001251,-125.00244099999999,covid-19,"['https://www.mapleridgenews.com/opinion/column-i-sneezed-i-coughed-so-i-got-tested-for-covid-19/', 'https://vancouverisland.ctvnews.ca/b-c-health-officials-to-announce-new-covid-19-cases-friday-1.5028599', 'https://www.mapleridgenews.com/news/alberta-worker-at-b-c-s-site-c-dam-tests-positive-for-covid-19/', 'https://www.mapleridgenews.com/news/21-more-covid-19-cases-recorded-in-b-c-no-new-deaths/', 'https://www.abbynews.com/opinion/guest-column-b-c-covid-19-survey-brings-answers-closer/']"
case health test covid new death outbreak hospit,1,['Mayor urges Delta residents to follow COVID-19 precautions – North Delta Reporter'],['https://www.northdeltareporter.com/marketplace/mayor-urges-north-delta-residents-to-follow-covid-19-precautions/'],41.6561774,-4.7177394,covid-19,['https://www.northdeltareporter.com/marketplace/mayor-urges-north-delta-residents-to-follow-covid-19-precautions/']
case health test covid new death outbreak hospit,1,"['Amid coronavirus pandemic, CTV News makes 24-hour news channels and all local newscasts widely available']",['https://www.ctvnews.ca/health/coronavirus/amid-coronavirus-pandemic-ctv-news-makes-24-hour-news-channels-and-all-local-newscasts-widely-available-1.4853770'],43.6497652,-79.3907305,covid-19,['https://www.ctvnews.ca/health/coronavirus/amid-coronavirus-pandemic-ctv-news-makes-24-hour-news-channels-and-all-local-newscasts-widely-available-1.4853770']
case health test covid new death outbreak hospit,1,"['COVID-19 cases in Calgary as of July 15, 2020', 'Calgary restaurant and fitness clubs closed due to COVID-19 concerns']","['https://calgary.ctvnews.ca/covid-19-cases-in-calgary-as-of-july-15-2020-1.4945348', 'https://calgary.ctvnews.ca/calgary-restaurant-and-fitness-clubs-closed-due-to-covid-19-concerns-1.5027396']",51.0534234,-114.0625892,covid-19,"['https://calgary.ctvnews.ca/covid-19-cases-in-calgary-as-of-july-15-2020-1.4945348', 'https://calgary.ctvnews.ca/calgary-restaurant-and-fitness-clubs-closed-due-to-covid-19-concerns-1.5027396']"
case health test covid new death outbreak hospit,1,['Two new COVID-19 cases in region'],['https://www.therecord.com/news/waterloo-region/2020/07/14/two-new-covid-19-cases-in-region.html'],52.2034823,0.1235817,covid-19,['https://www.therecord.com/news/waterloo-region/2020/07/14/two-new-covid-19-cases-in-region.html']
case health test covid new death outbreak hospit,1,"['Recent spike in Canadian COVID-19 cases is worrying: Medical official', 'COVID-19: Canadian cases, by province – Maple Ridge News', ""How deadly is COVID-19 for children? Here's what we know""]","['https://torontosun.com/news/national/recent-spike-in-canadian-covid-19-cases-is-worrying-medical-official/wcm/a2d5d349-c48d-4bc4-a763-310c651360e2', 'https://www.mapleridgenews.com/news/covid-19-canadian-cases-by-province/', 'https://www.ctvnews.ca/health/coronavirus/how-deadly-is-covid-19-for-children-here-s-what-we-know-1.5023528']",61.0666922,-107.9917071,covid-19,"['https://torontosun.com/news/national/recent-spike-in-canadian-covid-19-cases-is-worrying-medical-official/wcm/a2d5d349-c48d-4bc4-a763-310c651360e2', 'https://www.mapleridgenews.com/news/covid-19-canadian-cases-by-province/', 'https://www.ctvnews.ca/health/coronavirus/how-deadly-is-covid-19-for-children-here-s-what-we-know-1.5023528']"
case health test covid new death outbreak hospit,1,['COVID-19 in Edmonton: Numbers broken down by neighbourhood'],['https://edmonton.ctvnews.ca/covid-19-in-edmonton-numbers-broken-down-by-neighbourhood-1.4910400'],53.535410999999996,-113.50799599999999,covid-19,['https://edmonton.ctvnews.ca/covid-19-in-edmonton-numbers-broken-down-by-neighbourhood-1.4910400']
case health test covid new death outbreak hospit,1,['COVID-19: Six handwashing mistakes to avoid – Maple Ridge News'],['https://www.mapleridgenews.com/news/covid-19-six-handwashing-mistakes-to-avoid/'],52.795479099999994,-0.5402402866174321,covid-19,['https://www.mapleridgenews.com/news/covid-19-six-handwashing-mistakes-to-avoid/']
case health test covid new death outbreak hospit,1,"['Military medics deploy in California, Texas as virus surges']",['https://www.cp24.com/world/military-medics-deploy-in-california-texas-as-virus-surges-1.5028027'],27.7567667,-81.4639835,covid-19,['https://www.cp24.com/world/military-medics-deploy-in-california-texas-as-virus-surges-1.5028027']
case health test covid new death outbreak hospit,1,['COVID-19 outbreaks reported in Vancouver hospital newborn care unit and Site C'],['https://www.thestar.com/vancouver/2020/07/17/covid-19-outbreaks-reported-in-vancouver-hospital-newborn-care-unit-and-site-c.html'],44.155080700000006,-68.7097495,covid-19,['https://www.thestar.com/vancouver/2020/07/17/covid-19-outbreaks-reported-in-vancouver-hospital-newborn-care-unit-and-site-c.html']
case health test covid new death outbreak hospit,1,"[""'It's amazing': Toronto man recovering after 104 days in ICU with COVID-19""]",['https://www.ctvnews.ca/health/coronavirus/it-s-amazing-toronto-man-recovering-after-104-days-in-icu-with-covid-19-1.5026227'],51.042934,3.7591869,covid-19,['https://www.ctvnews.ca/health/coronavirus/it-s-amazing-toronto-man-recovering-after-104-days-in-icu-with-covid-19-1.5026227']
case health test covid new death outbreak hospit,1,"['Bollywood legend’s COVID-19 infection exposes Indian inequities', 'Bollywood icon Amitabh Bachchan, son hospitalized with COVID-19', 'Struggling India crosses 1 million coronavirus cases']","['https://www.therecord.com/ts/business/2020/07/14/bollywood-legends-covid-19-infection-exposes-indian-inequities.html', 'https://www.cp24.com/entertainment-news/bollywood-icon-amitabh-bachchan-son-hospitalized-with-covid-19-1.5020915', 'https://www.ctvnews.ca/world/struggling-india-crosses-1-million-coronavirus-cases-1.5027991']",22.3511148,78.6677428,covid-19,"['https://www.therecord.com/ts/business/2020/07/14/bollywood-legends-covid-19-infection-exposes-indian-inequities.html', 'https://www.cp24.com/entertainment-news/bollywood-icon-amitabh-bachchan-son-hospitalized-with-covid-19-1.5020915', 'https://www.ctvnews.ca/world/struggling-india-crosses-1-million-coronavirus-cases-1.5027991']"
case health test covid new death outbreak hospit,1,['Can a pregnant woman spread the coronavirus to her fetus?'],['https://www.cp24.com/news/can-a-pregnant-woman-spread-the-coronavirus-to-her-fetus-1.5026378'],42.6384261,12.674297,covid-19,['https://www.cp24.com/news/can-a-pregnant-woman-spread-the-coronavirus-to-her-fetus-1.5026378']
case health test covid new death outbreak hospit,1,"['COVID-19 cases linked to private hotel parties in Kelowna, B.C. health minister says', 'Four sites in Kelowna, B.C., now linked to COVID-19 exposures']","['https://www.thestar.com/news/canada/2020/07/13/covid-19-cases-linked-to-private-hotel-parties-in-kelowna-bc-health-minister-says.html', 'https://www.therecord.com/ts/news/canada/2020/07/13/four-sites-in-kelowna-bc-now-linked-to-covid-19-exposures.html']",49.889326000000004,-119.498291,covid-19,"['https://www.thestar.com/news/canada/2020/07/13/covid-19-cases-linked-to-private-hotel-parties-in-kelowna-bc-health-minister-says.html', 'https://www.therecord.com/ts/news/canada/2020/07/13/four-sites-in-kelowna-bc-now-linked-to-covid-19-exposures.html']"
case health test covid new death outbreak hospit,1,"[""'I can’t believe this is still going on': Widow speaks out after husband took his life at LHSC""]",['http://london.ctvnews.ca/i-can-t-believe-this-is-still-going-on-widow-speaks-out-after-husband-took-his-life-at-lhsc-1.4924399'],51.5073219,-0.1276474,covid-19,['http://london.ctvnews.ca/i-can-t-believe-this-is-still-going-on-widow-speaks-out-after-husband-took-his-life-at-lhsc-1.4924399']
case health test covid new death outbreak hospit,1,"['22 new COVID-19 cases reported in Windsor-Essex, including 10 in community']",['http://windsor.ctvnews.ca/22-new-covid-19-cases-reported-in-windsor-essex-including-10-in-community-1.5028226'],52.2913394,-1.536404,covid-19,['http://windsor.ctvnews.ca/22-new-covid-19-cases-reported-in-windsor-essex-including-10-in-community-1.5028226']
case health test covid new death outbreak hospit,1,['One new COVID-19 case in Middlesex-London as Stage 3 begins'],['https://london.ctvnews.ca/one-new-covid-19-case-in-middlesex-london-as-stage-3-begins-1.5028437'],51.5073219,-0.1276474,covid-19,['https://london.ctvnews.ca/one-new-covid-19-case-in-middlesex-london-as-stage-3-begins-1.5028437']
case health test covid new death outbreak hospit,1,"['Montreal records 76 new COVID-19 cases, no new deaths']",['https://montreal.ctvnews.ca/montreal-records-76-new-covid-19-cases-no-new-deaths-1.5028674'],45.4972159,-73.61036419999999,covid-19,['https://montreal.ctvnews.ca/montreal-records-76-new-covid-19-cases-no-new-deaths-1.5028674']
case health test covid new death outbreak hospit,1,"['New Manitoba COVID-19 cases linked to Hutterite colony: province', 'Reason for mass die-off of fish on Lake Winnipeg remains a mystery: province', 'A timeline of COVID-19 in Manitoba', ""'We can’t continue to live in fear': Premier backs campaign urging Canadians to visit Manitoba""]","['https://winnipeg.ctvnews.ca/new-manitoba-covid-19-cases-linked-to-hutterite-colony-province-1.5028686', 'https://winnipeg.ctvnews.ca/reason-for-mass-die-off-of-fish-on-lake-winnipeg-remains-a-mystery-province-1.5028589', 'https://winnipeg.ctvnews.ca/a-timeline-of-covid-19-in-manitoba-1.4866501', 'https://winnipeg.ctvnews.ca/we-can-t-continue-to-live-in-fear-premier-backs-campaign-urging-canadians-to-visit-manitoba-1.5024467']",55.001251,-97.001038,covid-19,"['https://winnipeg.ctvnews.ca/new-manitoba-covid-19-cases-linked-to-hutterite-colony-province-1.5028686', 'https://winnipeg.ctvnews.ca/reason-for-mass-die-off-of-fish-on-lake-winnipeg-remains-a-mystery-province-1.5028589', 'https://winnipeg.ctvnews.ca/a-timeline-of-covid-19-in-manitoba-1.4866501', 'https://winnipeg.ctvnews.ca/we-can-t-continue-to-live-in-fear-premier-backs-campaign-urging-canadians-to-visit-manitoba-1.5024467']"
case health test covid new death outbreak hospit,1,"[""Njoo tells young people to 'party' at a distance to help keep COVID-19 down""]",['https://www.cp24.com/news/njoo-tells-young-people-to-party-at-a-distance-to-help-keep-covid-19-down-1.5028746'],45.4972159,-73.61036419999999,covid-19,['https://www.cp24.com/news/njoo-tells-young-people-to-party-at-a-distance-to-help-keep-covid-19-down-1.5028746']
case health test covid new death outbreak hospit,1,['Grand send-off: Nova Scotia man goes home after winning 101-day battle with COVID-19'],['https://atlantic.ctvnews.ca/grand-send-off-nova-scotia-man-goes-home-after-winning-101-day-battle-with-covid-19-1.5024037'],24.434985600000005,105.5550331,covid-19,['https://atlantic.ctvnews.ca/grand-send-off-nova-scotia-man-goes-home-after-winning-101-day-battle-with-covid-19-1.5024037']
case health test covid new death outbreak hospit,1,['C. difficile outbreak detected at Royal Columbian Hospital'],['https://bc.ctvnews.ca/c-difficile-outbreak-detected-at-royal-columbian-hospital-1.5026168'],49.2067726,-122.9108818,covid-19,['https://bc.ctvnews.ca/c-difficile-outbreak-detected-at-royal-columbian-hospital-1.5026168']
case health test covid new death outbreak hospit,1,"['COVID-19: Mask are safe and should be worn on transit, says Dr. Henry']",['https://www.healthing.ca/news/covid-19-mask-are-safe-and-should-be-worn-on-transit-says-dr-henry'],47.1077709,-101.35244859999999,covid-19,['https://www.healthing.ca/news/covid-19-mask-are-safe-and-should-be-worn-on-transit-says-dr-henry']
case health test covid new death outbreak hospit,1,"['Here is the breakdown of the northeastern Ontario COVID-19 situation', 'Groups launch legal action against Ontario for sharing COVID-19 data with police', 'Cancer trial to focus on protecting patients from COVID-19 infection', 'Timmins hospital president retires, ushers in new CEO', ""Hospital to take over running North York seniors' facility Villa Colombo""]","['https://northernontario.ctvnews.ca/here-is-the-breakdown-of-the-northeastern-ontario-covid-19-situation-1.4874085', 'https://toronto.ctvnews.ca/groups-launch-legal-action-against-ontario-for-sharing-covid-19-data-with-police-1.5028583', 'https://www.thestar.com/life/health_wellness/2020/07/10/cancer-trial-to-focus-on-protecting-patients-from-covid-19-infection.html', 'https://northernontario.ctvnews.ca/timmins-hospital-president-retires-ushers-in-new-ceo-1.5026852', 'https://torontosun.com/news/local-news/hospital-to-take-over-running-north-york-seniors-facility-villa-colombo']",50.000678,-86.000977,covid-19,"['https://northernontario.ctvnews.ca/here-is-the-breakdown-of-the-northeastern-ontario-covid-19-situation-1.4874085', 'https://toronto.ctvnews.ca/groups-launch-legal-action-against-ontario-for-sharing-covid-19-data-with-police-1.5028583', 'https://www.thestar.com/life/health_wellness/2020/07/10/cancer-trial-to-focus-on-protecting-patients-from-covid-19-infection.html', 'https://northernontario.ctvnews.ca/timmins-hospital-president-retires-ushers-in-new-ceo-1.5026852', 'https://torontosun.com/news/local-news/hospital-to-take-over-running-north-york-seniors-facility-villa-colombo']"
case health test covid new death outbreak hospit,1,"['Nine new COVID cases reported locally, including eight in Barrie']",['http://barrie.ctvnews.ca/nine-new-covid-cases-reported-locally-including-eight-in-barrie-1.5028641'],44.5445701,-79.56282954629215,covid-19,['http://barrie.ctvnews.ca/nine-new-covid-cases-reported-locally-including-eight-in-barrie-1.5028641']
case health test covid new death outbreak hospit,1,"['Testing sites set up in two Ottawa neighbourhoods hard hit by COVID-19', '15 new cases of COVID-19 in Ottawa', ""Pop-up COVID-19 testing centre set up in Ottawa's hardest hit community"", 'COVID-19 outbreaks at long-term care homes and other institutions in Ottawa', 'SHA reports COVID-19 exposure at Regina Costco, KFC']","['https://ottawa.ctvnews.ca/testing-sites-set-up-in-two-ottawa-neighbourhoods-hard-hit-by-covid-19-1.5028284', 'https://ottawa.ctvnews.ca/15-new-cases-of-covid-19-in-ottawa-1.5026856', 'https://ottawa.ctvnews.ca/pop-up-covid-19-testing-centre-set-up-in-ottawa-s-hardest-hit-community-1.5027145', 'https://ottawa.ctvnews.ca/covid-19-outbreaks-at-long-term-care-homes-and-other-institutions-in-ottawa-1.4958434', 'https://regina.ctvnews.ca/sha-reports-covid-19-exposure-at-regina-costco-kfc-1.5028429']",45.421106,-75.690308,covid-19,"['https://ottawa.ctvnews.ca/testing-sites-set-up-in-two-ottawa-neighbourhoods-hard-hit-by-covid-19-1.5028284', 'https://ottawa.ctvnews.ca/15-new-cases-of-covid-19-in-ottawa-1.5026856', 'https://ottawa.ctvnews.ca/pop-up-covid-19-testing-centre-set-up-in-ottawa-s-hardest-hit-community-1.5027145', 'https://ottawa.ctvnews.ca/covid-19-outbreaks-at-long-term-care-homes-and-other-institutions-in-ottawa-1.4958434', 'https://regina.ctvnews.ca/sha-reports-covid-19-exposure-at-regina-costco-kfc-1.5028429']"
case health test covid new death outbreak hospit,1,['Pakistan to resume polio campaign as COVID-19 cases decline'],['https://www.therecord.com/ts/news/world/asia/2020/07/14/pakistan-to-resume-polio-campaign-as-covid-19-cases-decline.html'],30.3308401,71.247499,covid-19,['https://www.therecord.com/ts/news/world/asia/2020/07/14/pakistan-to-resume-polio-campaign-as-covid-19-cases-decline.html']
case health test covid new death outbreak hospit,1,['Vogue Portugal receiving backlash for cover depicting model in a mental health hospital'],['https://www.ctvnews.ca/entertainment/vogue-portugal-receiving-backlash-for-cover-depicting-model-in-a-mental-health-hospital-1.5011693'],40.0332629,-7.889626299999999,covid-19,['https://www.ctvnews.ca/entertainment/vogue-portugal-receiving-backlash-for-cover-depicting-model-in-a-mental-health-hospital-1.5011693']
case health test covid new death outbreak hospit,1,"[""'Plate-shaming' is happening in Atlantic Canada as locals fear those from outside the 'bubble'"", ""Quebec won't be closing bars, says Premier Legault, cautioning about private gatherings"", ""Quebec COVID-19 cases: Here's a look at the regional breakdown"", 'Campbellton mayor urges creation of border bubble to include some of Quebec', 'Quebec recovery numbers skyrocket after new system implemented']","['https://www.ctvnews.ca/canada/plate-shaming-is-happening-in-atlantic-canada-as-locals-fear-those-from-outside-the-bubble-1.5021203', 'https://montreal.ctvnews.ca/quebec-won-t-be-closing-bars-says-premier-legault-cautioning-about-private-gatherings-1.5028482', 'https://montreal.ctvnews.ca/covid-19/see-the-map-tracking-covid-19-cases-across-quebec-1.4874713', 'https://atlantic.ctvnews.ca/campbellton-mayor-urges-creation-of-border-bubble-to-include-some-of-quebec-1.5027848', 'https://montreal.ctvnews.ca/quebec-recovery-numbers-skyrocket-after-new-system-implemented-1.5028344']",52.4760892,-71.8258668,covid-19,"['https://www.ctvnews.ca/canada/plate-shaming-is-happening-in-atlantic-canada-as-locals-fear-those-from-outside-the-bubble-1.5021203', 'https://montreal.ctvnews.ca/quebec-won-t-be-closing-bars-says-premier-legault-cautioning-about-private-gatherings-1.5028482', 'https://montreal.ctvnews.ca/covid-19/see-the-map-tracking-covid-19-cases-across-quebec-1.4874713', 'https://atlantic.ctvnews.ca/campbellton-mayor-urges-creation-of-border-bubble-to-include-some-of-quebec-1.5027848', 'https://montreal.ctvnews.ca/quebec-recovery-numbers-skyrocket-after-new-system-implemented-1.5028344']"
case health test covid new death outbreak hospit,1,"['Asia Today: Another spike brings India past 900,000 cases']",['https://www.therecord.com/ts/news/world/asia/2020/07/14/asia-today-another-spike-brings-india-past-900000-cases.html'],-22.1646782,144.58449030000003,covid-19,['https://www.therecord.com/ts/news/world/asia/2020/07/14/asia-today-another-spike-brings-india-past-900000-cases.html']
case health test covid new death outbreak hospit,1,"[""Here's what the Sask. government is doing to manage the latest surge of COVID-19"", 'Sask. Hutterite colonies with COVID-19 won’t be locked down, for now', 'Risk of COVID-19 transmission has increased in south west, west central Sask.: SHA', ""COVID-19 in Sask: Here's what we know ahead of the next update"", ""'The way we live that's going to spread': Sask. Hutterite woman voices concern about COVID-19 outbreak""]","['http://regina.ctvnews.ca/here-s-what-the-sask-government-is-doing-to-manage-the-latest-surge-of-covid-19-1.5027405', 'http://regina.ctvnews.ca/sask-hutterite-colonies-with-covid-19-won-t-be-locked-down-for-now-1.5027524', 'http://regina.ctvnews.ca/risk-of-covid-19-transmission-has-increased-in-south-west-west-central-sask-sha-1.5026302', 'https://regina.ctvnews.ca/covid-19-in-sask-here-s-what-we-know-ahead-of-the-next-update-1.5028265', 'http://saskatoon.ctvnews.ca/the-way-we-live-that-s-going-to-spread-sask-hutterite-woman-voices-concern-about-covid-19-outbreak-1.5027824']",55.5321257,-106.1412243,covid-19,"['http://regina.ctvnews.ca/here-s-what-the-sask-government-is-doing-to-manage-the-latest-surge-of-covid-19-1.5027405', 'http://regina.ctvnews.ca/sask-hutterite-colonies-with-covid-19-won-t-be-locked-down-for-now-1.5027524', 'http://regina.ctvnews.ca/risk-of-covid-19-transmission-has-increased-in-south-west-west-central-sask-sha-1.5026302', 'https://regina.ctvnews.ca/covid-19-in-sask-here-s-what-we-know-ahead-of-the-next-update-1.5028265', 'http://saskatoon.ctvnews.ca/the-way-we-live-that-s-going-to-spread-sask-hutterite-woman-voices-concern-about-covid-19-outbreak-1.5027824']"
case health test covid new death outbreak hospit,1,['Dengue prevention efforts stifled by coronavirus pandemic'],['https://www.cp24.com/lifestyle/dengue-prevention-efforts-stifled-by-coronavirus-pandemic-1.5021412'],1.357107,103.81949920000001,covid-19,['https://www.cp24.com/lifestyle/dengue-prevention-efforts-stifled-by-coronavirus-pandemic-1.5021412']
case health test covid new death outbreak hospit,1,"[""Mandela biggest influence for Africa's youth, survey says"", 'South Africa returns to ban on alcohol sales as virus surges', 'South Africa surpasses the UK in confirmed coronavirus cases']","['https://www.cp24.com/world/mandela-biggest-influence-for-africa-s-youth-survey-says-1.5028219', 'https://www.therecord.com/ts/news/world/africa/2020/07/12/south-africa-mulls-return-to-restrictions-as-covid-19-surges.html', 'https://www.therecord.com/ts/news/world/africa/2020/07/14/south-africa-surpasses-the-uk-in-confirmed-coronavirus-cases.html']",-28.816623600000003,24.991639000000003,covid-19,"['https://www.cp24.com/world/mandela-biggest-influence-for-africa-s-youth-survey-says-1.5028219', 'https://www.therecord.com/ts/news/world/africa/2020/07/12/south-africa-mulls-return-to-restrictions-as-covid-19-surges.html', 'https://www.therecord.com/ts/news/world/africa/2020/07/14/south-africa-surpasses-the-uk-in-confirmed-coronavirus-cases.html']"
case health test covid new death outbreak hospit,1,"[""'Is anyone ever going to help me?' Mental health patient in crisis released from hospital more than once""]",['http://london.ctvnews.ca/is-anyone-ever-going-to-help-me-mental-health-patient-in-crisis-released-from-hospital-more-than-once-1.4920911'],49.4972,3.82019,covid-19,['http://london.ctvnews.ca/is-anyone-ever-going-to-help-me-mental-health-patient-in-crisis-released-from-hospital-more-than-once-1.4920911']
case health test covid new death outbreak hospit,1,"['Military medics deploy in California, Texas as coronavirus surges']",['https://www.ctvnews.ca/health/coronavirus/military-medics-deploy-in-california-texas-as-coronavirus-surges-1.5028627'],31.8160381,-99.51209859999999,covid-19,['https://www.ctvnews.ca/health/coronavirus/military-medics-deploy-in-california-texas-as-coronavirus-surges-1.5028627']
case health test covid new death outbreak hospit,1,"['Sienna Senior Living faced with another COVID-19 lawsuit', 'LEVY: Why are essential family caregivers being ignored?', 'Province taking over management of North York long-term care home with 27 deaths']","['https://torontosun.com/news/local-news/sienna-senior-living-faced-with-another-covid-19-lawsuit', 'https://torontosun.com/news/local-news/levy-why-are-essential-family-caregivers-being-ignored', 'https://www.cp24.com/news/province-taking-over-management-of-north-york-long-term-care-home-with-27-deaths-1.5028474']",43.6534817,-79.38393470000001,covid-19,"['https://torontosun.com/news/local-news/sienna-senior-living-faced-with-another-covid-19-lawsuit', 'https://torontosun.com/news/local-news/levy-why-are-essential-family-caregivers-being-ignored', 'https://www.cp24.com/news/province-taking-over-management-of-north-york-long-term-care-home-with-27-deaths-1.5028474']"
case health test covid new death outbreak hospit,1,"[""U.K.'s Johnson nudges workers back to office as lockdown eases""]",['https://www.ctvnews.ca/world/u-k-s-johnson-nudges-workers-back-to-office-as-lockdown-eases-1.5028086'],54.702354500000006,-3.2765752999999997,covid-19,['https://www.ctvnews.ca/world/u-k-s-johnson-nudges-workers-back-to-office-as-lockdown-eases-1.5028086']
case health test covid new death outbreak hospit,1,"[""'Deeply concerned': Canadian mom on what it's like to live in U.S. coronavirus hot spot"", 'Japan: US military coronavirus policy has multiple problems', 'Mississippi Capitol outbreak: At least 41 with coronavirus', 'Busier emergency rooms reported at Windsor Regional Hospital', 'Arizona man in a coma from coronavirus wakes up paralyzed']","['https://www.ctvnews.ca/health/coronavirus/deeply-concerned-canadian-mom-on-what-it-s-like-to-live-in-u-s-coronavirus-hot-spot-1.5027287', 'https://www.therecord.com/ts/news/world/asia/2020/07/14/japan-us-military-coronavirus-policy-has-multiple-problems.html', 'https://www.therecord.com/ts/news/world/us/2020/07/14/mississippi-capitol-outbreak-at-least-41-with-coronavirus.html', 'http://windsor.ctvnews.ca/busier-emergency-rooms-reported-at-windsor-regional-hospital-1.5027332', 'https://www.ctvnews.ca/health/coronavirus/arizona-man-in-a-coma-from-coronavirus-wakes-up-paralyzed-1.5026460']",45.189584499999995,-88.73215845,covid-19,"['https://www.ctvnews.ca/health/coronavirus/deeply-concerned-canadian-mom-on-what-it-s-like-to-live-in-u-s-coronavirus-hot-spot-1.5027287', 'https://www.therecord.com/ts/news/world/asia/2020/07/14/japan-us-military-coronavirus-policy-has-multiple-problems.html', 'https://www.therecord.com/ts/news/world/us/2020/07/14/mississippi-capitol-outbreak-at-least-41-with-coronavirus.html', 'http://windsor.ctvnews.ca/busier-emergency-rooms-reported-at-windsor-regional-hospital-1.5027332', 'https://www.ctvnews.ca/health/coronavirus/arizona-man-in-a-coma-from-coronavirus-wakes-up-paralyzed-1.5026460']"
case health test covid new death outbreak hospit,1,"['One new COVID death, 11 new cases over weekend', 'One more death, two new cases of COVID-19 as testing numbers stay steady']","['https://www.therecord.com/news/waterloo-region/2020/07/13/one-new-covid-death-11-new-cases-over-weekend.html', 'https://kitchener.ctvnews.ca/one-more-death-two-new-cases-of-covid-19-as-testing-numbers-stay-steady-1.5028357']",43.4586422,-80.5194113,covid-19,"['https://www.therecord.com/news/waterloo-region/2020/07/13/one-new-covid-death-11-new-cases-over-weekend.html', 'https://kitchener.ctvnews.ca/one-more-death-two-new-cases-of-covid-19-as-testing-numbers-stay-steady-1.5028357']"
case health test covid new death outbreak hospit,1,"[""'Nobody has COVID-19 and we're not quarantined': Alberta Hutterite colony refutes outbreak claim""]",['https://calgary.ctvnews.ca/nobody-has-covid-19-and-we-re-not-quarantined-alberta-hutterite-colony-refutes-outbreak-claim-1.5028582'],42.5937226,-84.45071709999999,covid-19,['https://calgary.ctvnews.ca/nobody-has-covid-19-and-we-re-not-quarantined-alberta-hutterite-colony-refutes-outbreak-claim-1.5028582']
case health test covid new death outbreak hospit,1,['Southern Alberta Hutterite colony under quarantine following COVID-19 outbreak'],['https://calgary.ctvnews.ca/southern-alberta-hutterite-colony-under-quarantine-following-covid-19-outbreak-1.5026947'],61.860040299999994,142.89879059999998,covid-19,['https://calgary.ctvnews.ca/southern-alberta-hutterite-colony-under-quarantine-following-covid-19-outbreak-1.5026947']
polic investig man offic charg rcmp vehicl incid,2,"['Police identify suspect vehicle in Abbotsford fatal shooting – Abbotsford News', 'Police watchdog investigating after Abbotsford man seriously injured during arrest – Abbotsford News', 'Abbotsford Police complete restoration of vintage cruiser – Abbotsford News', 'Abbotsford Police seek suspect in stabbing incident – Maple Ridge News']","['https://www.abbynews.com/news/police-identify-suspect-vehicle-in-abbotsford-fatal-shooting/', 'https://www.abbynews.com/news/police-watchdog-investigating-after-abbotsford-man-seriously-injured-during-arrest/', 'https://www.abbynews.com/community/abbotsford-police-complete-restoration-of-vintage-cruiser/', 'https://www.mapleridgenews.com/news/abbotsford-police-seek-suspect-in-stabbing-incident/']",49.0521162,-122.32947920000001,local,"['https://www.abbynews.com/news/police-identify-suspect-vehicle-in-abbotsford-fatal-shooting/', 'https://www.abbynews.com/news/police-watchdog-investigating-after-abbotsford-man-seriously-injured-during-arrest/', 'https://www.abbynews.com/community/abbotsford-police-complete-restoration-of-vintage-cruiser/', 'https://www.mapleridgenews.com/news/abbotsford-police-seek-suspect-in-stabbing-incident/']"
polic investig man offic charg rcmp vehicl incid,2,"[""Family of Guelph homicide victim protests accused killer's bail release""]",['http://guelph.ctvnews.ca/family-of-guelph-homicide-victim-protests-accused-killer-s-bail-release-1.5025912'],48.318578,13.002963000000001,local,['http://guelph.ctvnews.ca/family-of-guelph-homicide-victim-protests-accused-killer-s-bail-release-1.5025912']
polic investig man offic charg rcmp vehicl incid,2,['Hamilton teen dies after shooting'],['https://torontosun.com/news/provincial/hamilton-teen-in-life-threatening-condition-after-shooting'],37.5040024,-94.3620755,local,['https://torontosun.com/news/provincial/hamilton-teen-in-life-threatening-condition-after-shooting']
polic investig man offic charg rcmp vehicl incid,2,"['North Delta crime beat, week of July 5 – North Delta Reporter']",['https://www.northdeltareporter.com/news/north-delta-crime-beat-week-of-july-5-2/'],52.3800847,16.984005,local,['https://www.northdeltareporter.com/news/north-delta-crime-beat-week-of-july-5-2/']
